cod6,cod7,nome,idhm,idhm_renda,idhm_longevidade,idhm_educacao,renda_per_capita,gini,pct_pobres,pct_extrema_pobreza,esperanca_vida,pct_analfabetismo_18mais
431160,4311601,LIBERATO SALZANO,0.685,0.680,0.810,0.583,551.91,0.43,10.29,3.37,73.59,13.60
431162,4311627,LINDOLFO COLLOR,0.712,0.712,0.842,0.601,672.81,0.37,3.27,0.52,75.50,4.02
431164,4311643,LINHA NOVA,0.749,0.751,0.846,0.662,857.79,0.36,1.15,0.13,75.73,2.87
431170,4311700,MACHADINHO,0.692,0.711,0.807,0.577,669.60,0.50,13.51,4.58,73.39,11.21
431171,4311718,MAÇAMBARÁ,0.684,0.664,0.832,0.580,499.71,0.50,13.49,4.63,74.89,10.71
431173,4311734,MAMPITUBA,0.649,0.650,0.813,0.517,456.27,0.46,16.34,1.34,73.80,10.89
431175,4311759,MANOEL VIANA,0.655,0.686,0.766,0.534,570.72,0.52,13.93,4.78,70.96,10.36
431177,4311775,MAQUINÉ,0.682,0.695,0.880,0.519,604.04,0.43,6.45,1.34,77.77,8.07
431179,4311791,MARATÁ,0.697,0.729,0.862,0.540,745.31,0.34,2.12,0.24,76.74,3.21
431180,4311809,MARAU,0.774,0.773,0.857,0.699,980.92,0.44,1.31,0.62,76.44,3.14
431190,4311908,MARCELINO RAMOS,0.724,0.735,0.834,0.618,777.41,0.47,7.35,2.61,75.03,6.81
431198,4311981,MARIANA PIMENTEL,0.701,0.701,0.866,0.568,628.63,0.46,6.84,3.09,76.94,7.93
431200,4312005,MARIANO MORO,0.730,0.763,0.843,0.604,925.46,0.47,4.80,1.26,75.55,7.57
431205,4312054,MARQUES DE SOUZA,0.687,0.743,0.849,0.515,817.11,0.42,3.56,0.64,75.94,7.21
431210,4312104,MATA,0.656,0.660,0.807,0.529,484.75,0.46,16.67,6.31,73.39,7.96
431213,4312138,MATO CASTELHANO,0.727,0.752,0.839,0.608,862.71,0.56,5.63,2.58,75.34,9.96
431215,4312153,MATO LEITÃO,0.746,0.721,0.853,0.676,708.43,0.36,6.77,1.85,76.16,3.98
431217,4312179,MATO QUEIMADO,0.717,0.702,0.870,0.603,629.40,0.43,8.84,2.37,77.22,7.85
431220,4312203,MAXIMILIANO DE ALMEIDA,0.699,0.699,0.825,0.591,620.58,0.44,9.55,3.98,74.48,9.33
431225,4312252,MINAS DO LEÃO,0.681,0.743,0.826,0.514,815.23,0.62,9.00,1.65,74.55,10.86
431230,4312302,MIRAGUAÍ,0.725,0.744,0.837,0.613,820.80,0.66,17.49,7.77,75.21,10.27
431235,4312351,MONTAURI,0.764,0.790,0.852,0.662,1091.01,0.35,0.47,0.47,76.11,6.80
431237,4312377,MONTE ALEGRE DOS CAMPOS,0.650,0.667,0.822,0.501,508.71,0.55,20.56,10.72,74.29,11.83
431238,4312385,MONTE BELO DO SUL,0.752,0.752,0.852,0.663,861.81,0.33,1.65,0.00,76.13,2.47
431240,4312401,MONTENEGRO,0.755,0.761,0.866,0.654,914.23,0.50,4.87,0.82,76.94,3.94
431242,4312427,MORMAÇO,0.714,0.735,0.860,0.576,775.77,0.57,12.34,2.28,76.59,10.75
431244,4312443,MORRINHOS DO SUL,0.711,0.720,0.842,0.593,705.78,0.47,6.08,0.72,75.51,9.19
431245,4312450,MORRO REDONDO,0.702,0.719,0.864,0.557,701.43,0.51,9.88,4.24,76.84,9.47
431247,4312476,MORRO REUTER,0.743,0.733,0.858,0.653,767.55,0.32,1.19,0.21,76.50,1.08
431250,4312500,MOSTARDAS,0.664,0.701,0.849,0.493,627.16,0.55,11.70,3.92,75.94,11.97
431260,4312609,MUÇUM,0.746,0.757,0.840,0.654,887.43,0.39,2.50,0.39,75.38,4.67
431261,4312617,MUITOS CAPÕES,0.702,0.711,0.873,0.558,666.24,0.50,8.62,2.02,77.39,7.79
431262,4312625,MULITERNO,0.689,0.740,0.808,0.547,799.52,0.51,12.18,8.67,73.48,7.39
431265,4312658,NÃO-ME-TOQUE,0.765,0.784,0.847,0.673,1051.05,0.50,2.20,0.74,75.80,3.94
431267,4312674,NICOLAU VERGUEIRO,0.753,0.772,0.839,0.660,974.79,0.52,6.97,3.46,75.33,5.83
431270,4312708,NONOAI,0.702,0.703,0.833,0.591,634.06,0.50,12.04,5.21,74.98,11.79
431275,4312757,NOVA ALVORADA,0.740,0.763,0.838,0.634,925.66,0.46,3.55,1.63,75.25,8.76
431280,4312807,NOVA ARAÇÁ,0.785,0.796,0.843,0.722,1134.76,0.45,1.37,0.00,75.56,2.62
431290,4312906,NOVA BASSANO,0.747,0.778,0.849,0.632,1010.72,0.37,1.03,0.28,75.93,3.44
431295,4312955,NOVA BOA VISTA,0.768,0.764,0.836,0.708,928.49,0.40,1.08,0.00,75.13,2.58
431300,4313003,NOVA BRÉSCIA,0.778,0.836,0.847,0.666,1452.06,0.58,3.58,0.70,75.81,3.91
431301,4313011,NOVA CANDELÁRIA,0.759,0.794,0.856,0.643,1120.10,0.41,0.00,0.00,76.36,2.24
431303,4313037,NOVA ESPERANÇA DO SUL,0.735,0.723,0.848,0.647,717.70,0.45,3.20,1.36,75.89,5.67
431306,4313060,NOVA HARTZ,0.689,0.694,0.836,0.563,600.00,0.34,2.09,0.64,75.14,3.54
431308,4313086,NOVA PÁDUA,0.761,0.762,0.852,0.678,914.36,0.32,0.34,0.00,76.11,3.72
431310,4313102,NOVA PALMA,0.744,0.762,0.841,0.643,915.86,0.53,8.47,2.66,75.44,3.79
431320,4313201,NOVA PETRÓPOLIS,0.780,0.775,0.890,0.688,994.67,0.44,1.27,0.13,78.38,2.11
431330,4313300,NOVA PRATA,0.766,0.782,0.839,0.686,1039.74,0.43,2.26,0.20,75.36,3.02
431333,4313334,NOVA RAMADA,0.742,0.752,0.847,0.642,861.28,0.50,6.62,0.64,75.84,6.87
431335,4313359,NOVA ROMA DO SUL,0.741,0.794,0.851,0.602,1120.95,0.44,0.57,0.47,76.06,4.87
431337,4313375,NOVA SANTA RITA,0.718,0.716,0.853,0.606,686.87,0.43,5.51,1.86,76.20,4.83
431339,4313391,NOVO CABRAIS,0.688,0.697,0.852,0.548,611.08,0.42,9.11,1.88,76.12,9.26
431340,4313409,NOVO HAMBURGO,0.747,0.778,0.852,0.629,1011.62,0.53,3.91,0.82,76.11,3.52
431342,4313425,NOVO MACHADO,0.663,0.674,0.796,0.543,531.07,0.41,13.27,3.71,72.74,7.49
431344,4313441,NOVO TIRADENTES,0.676,0.679,0.805,0.566,548.05,0.40,11.18,4.64,73.30,16.32
431346,4313466,NOVO XINGU,0.767,0.749,0.850,0.708,847.22,0.41,1.86,0.38,76.00,5.92
431349,4313490,NOVO BARREIRO,0.706,0.734,0.808,0.594,768.98,0.62,13.40,3.46,73.45,11.37
431350,4313508,OSÓRIO,0.751,0.769,0.853,0.646,957.94,0.53,5.67,1.14,76.18,4.41
431360,4313607,PAIM FILHO,0.706,0.725,0.870,0.558,729.03,0.47,6.60,1.63,77.17,8.20
431365,4313656,PALMARES DO SUL,0.715,0.725,0.852,0.592,730.31,0.53,9.07,1.45,76.12,8.55
431370,4313706,PALMEIRA DAS MISSÕES,0.737,0.722,0.831,0.667,715.29,0.52,11.01,4.08,74.83,9.28
431380,4313805,PALMITINHO,0.720,0.707,0.836,0.632,652.86,0.42,8.07,5.66,75.13,9.55
431390,4313904,PANAMBI,0.761,0.752,0.848,0.691,864.44,0.44,3.20,1.08,75.90,3.10
431395,4313953,PANTANO GRANDE,0.661,0.676,0.816,0.524,536.01,0.47,9.35,2.55,73.93,11.33
431400,4314001,PARAÍ,0.773,0.787,0.866,0.679,1071.25,0.47,1.51,0.25,76.97,2.91
431402,4314027,PARAÍSO DO SUL,0.676,0.692,0.831,0.537,593.01,0.37,7.84,2.66,74.84,7.91
431403,4314035,PARECI NOVO,0.749,0.738,0.852,0.668,788.66,0.40,3.09,0.35,76.12,1.72
431405,4314050,PAROBÉ,0.704,0.700,0.886,0.562,625.40,0.37,4.94,0.64,78.18,4.86
431406,4314068,PASSA SETE,0.622,0.639,0.782,0.482,427.13,0.45,21.75,7.95,71.94,14.04
431407,4314076,PASSO DO SOBRADO,0.698,0.726,0.851,0.551,732.19,0.47,7.97,2.66,76.04,6.24
431410,4314100,PASSO FUNDO,0.776,0.787,0.849,0.699,1068.95,0.52,3.63,0.83,75.95,3.77
431413,4314134,PAULO BENTO,0.710,0.730,0.858,0.571,749.77,0.39,3.24,1.30,76.49,4.30
431415,4314159,PAVERAMA,0.683,0.701,0.840,0.541,628.77,0.34,3.25,0.47,75.42,6.75
431417,4314175,PEDRAS ALTAS,0.640,0.647,0.820,0.493,449.20,0.52,21.75,11.50,74.19,10.63
431420,4314209,PEDRO OSÓRIO,0.678,0.683,0.829,0.551,560.06,0.48,12.94,6.63,74.76,9.16
431430,4314308,PEJUÇARA,0.741,0.724,0.867,0.648,722.64,0.44,4.84,0.45,77.03,4.78
431440,4314407,PELOTAS,0.739,0.758,0.844,0.632,894.35,0.54,7.56,2.10,75.64,4.31
431442,4314423,PICADA CAFÉ,0.758,0.738,0.842,0.701,792.06,0.32,1.66,0.06,75.50,2.46
431445,4314456,PINHAL,0.720,0.701,0.852,0.624,625.79,0.45,10.09,3.28,76.12,10.01
431446,4314464,PINHAL DA SERRA,0.650,0.641,0.835,0.513,431.37,0.52,26.61,16.98,75.10,8.90
431447,4314472,PINHAL GRANDE,0.678,0.672,0.804,0.577,523.52,0.51,20.56,11.49,73.25,8.34
431449,4314498,PINHEIRINHO DO VALE,0.710,0.713,0.828,0.607,678.14,0.57,14.36,6.89,74.65,11.06
431450,4314506,PINHEIRO MACHADO,0.661,0.685,0.846,0.499,567.32,0.48,12.97,6.00,75.73,10.34
431455,4314555,PIRAPÓ,0.669,0.656,0.824,0.553,473.90,0.46,19.89,6.71,74.46,14.64
431460,4314605,PIRATINI,0.658,0.672,0.821,0.517,524.30,0.51,19.16,9.06,74.24,10.95
431470,4314704,PLANALTO,0.687,0.674,0.807,0.597,531.04,0.44,15.18,7.02,73.41,12.09
431475,4314753,POÇO DAS ANTAS,0.744,0.742,0.877,0.634,810.09,0.38,4.52,1.83,77.63,2.87
431477,4314779,PONTÃO,0.725,0.708,0.864,0.623,656.34,0.53,11.97,5.07,76.86,5.10
431478,4314787,PONTE PRETA,0.725,0.727,0.874,0.600,735.35,0.39,3.25,1.42,77.44,6.89
431480,4314803,PORTÃO,0.713,0.725,0.856,0.584,729.01,0.42,4.70,0.79,76.37,4.89
431490,4314902,PORTO ALEGRE,0.805,0.867,0.857,0.702,1758.27,0.60,3.82,0.92,76.42,2.34
431500,4315008,PORTO LUCENA,0.693,0.700,0.827,0.575,621.82,0.44,10.34,3.58,74.62,9.12
431505,4315057,PORTO MAUÁ,0.698,0.672,0.831,0.608,524.57,0.41,14.66,6.59,74.87,7.06
431507,4315073,PORTO VERA CRUZ,0.690,0.661,0.827,0.600,490.03,0.42,13.64,4.21,74.61,8.44
431510,4315107,PORTO XAVIER,0.723,0.687,0.876,0.628,574.32,0.47,11.29,4.63,77.53,11.83
431513,4315131,POUSO NOVO,0.715,0.765,0.845,0.566,935.90,0.53,9.70,1.62,75.68,9.45
431514,4315149,PRESIDENTE LUCENA,0.757,0.727,0.885,0.674,739.90,0.32,1.95,0.00,78.12,2.31
431515,4315156,PROGRESSO,0.683,0.705,0.861,0.525,643.93,0.40,6.75,1.21,76.66,9.54
431517,4315172,PROTÁSIO ALVES,0.733,0.771,0.839,0.609,972.84,0.52,3.95,1.38,75.36,7.36
431520,4315206,PUTINGA,0.715,0.745,0.873,0.563,826.94,0.42,3.34,2.20,77.39,9.09
431530,4315305,QUARAÍ,0.704,0.673,0.852,0.609,528.64,0.50,16.89,4.82,76.14,5.92
431531,4315313,QUATRO IRMÃOS,0.689,0.695,0.833,0.565,602.95,0.47,11.12,3.58,74.98,10.27
431532,4315321,QUEVEDOS,0.665,0.667,0.824,0.534,509.07,0.55,22.23,13.61,74.45,9.36
431535,4315354,QUINZE DE NOVEMBRO,0.756,0.783,0.841,0.655,1046.11,0.47,2.84,1.10,75.48,3.73
431540,4315404,REDENTORA,0.631,0.606,0.792,0.523,346.40,0.64,43.55,29.51,72.52,17.60
431545,4315453,RELVADO,0.731,0.765,0.868,0.588,935.80,0.44,2.86,0.85,77.05,4.95
431550,4315503,RESTINGA SECA,0.683,0.709,0.828,0.542,660.14,0.52,8.94,3.65,74.70,7.57
431555,4315552,RIO DOS ÍNDIOS,0.656,0.645,0.804,0.545,442.12,0.49,22.68,8.97,73.21,16.04
431560,4315602,RIO GRANDE,0.744,0.752,0.861,0.637,859.20,0.51,6.99,1.57,76.66,4.85
431570,4315701,RIO PARDO,0.693,0.702,0.846,0.560,633.10,0.48,10.91,4.55,75.75,8.70
431575,4315750,RIOZINHO,0.661,0.690,0.885,0.472,587.62,0.38,5.18,2.39,78.11,8.93
431580,4315800,ROCA SALES,0.729,0.753,0.853,0.602,865.23,0.43,2.07,0.06,76.15,3.22
431590,4315909,RODEIO BONITO,0.732,0.733,0.842,0.636,767.63,0.46,6.95,2.02,75.53,8.40
431595,4315958,ROLADOR,0.689,0.676,0.834,0.579,537.31,0.44,15.93,6.77,75.06,8.14
431600,4316006,ROLANTE,0.688,0.708,0.830,0.553,656.75,0.35,3.29,1.17,74.80,7.02
431610,4316105,RONDA ALTA,0.724,0.729,0.867,0.600,746.52,0.54,12.41,6.58,77.03,7.55
431620,4316204,RONDINHA,0.764,0.780,0.842,0.678,1022.85,0.47,3.11,0.59,75.53,4.46
431630,4316303,ROQUE GONZALES,0.688,0.687,0.843,0.563,575.83,0.50,14.93,7.15,75.55,7.49
431640,4316402,ROSÁRIO DO SUL,0.699,0.705,0.841,0.576,643.97,0.51,12.68,3.81,75.47,8.10
431642,4316428,SAGRADA FAMÍLIA,0.678,0.669,0.782,0.596,513.97,0.54,14.98,7.28,71.90,14.12
431643,4316436,SALDANHA MARINHO,0.762,0.745,0.841,0.706,823.55,0.43,3.09,0.30,75.48,5.56
431645,4316451,SALTO DO JACUÍ,0.687,0.693,0.837,0.558,596.84,0.48,12.10,4.64,75.23,9.17
431647,4316477,SALVADOR DAS MISSÕES,0.753,0.710,0.851,0.706,663.26,0.36,3.55,0.00,76.04,1.96
431650,4316501,SALVADOR DO SUL,0.740,0.750,0.843,0.641,852.02,0.38,0.67,0.04,75.57,2.45
431660,4316600,SANANDUVA,0.747,0.764,0.843,0.647,931.29,0.44,3.04,0.90,75.55,5.82
431670,4316709,SANTA BÁRBARA DO SUL,0.725,0.716,0.841,0.634,689.09,0.49,8.47,1.51,75.48,7.21
431673,4316733,SANTA CECÍLIA DO SUL,0.725,0.781,0.839,0.581,1029.23,0.48,4.44,0.46,75.34,5.47
431675,4316758,SANTA CLARA DO SUL,0.740,0.747,0.843,0.644,833.67,0.36,1.96,1.05,75.57,4.07
431680,4316808,SANTA CRUZ DO SUL,0.773,0.782,0.852,0.693,1036.87,0.49,3.68,0.96,76.10,3.51
431690,4316907,SANTA MARIA,0.784,0.795,0.848,0.715,1127.25,0.55,5.47,1.19,75.89,3.33
431695,4316956,SANTA MARIA DO HERVAL,0.676,0.716,0.846,0.510,689.47,0.30,1.34,0.34,75.77,1.98
431697,4316972,SANTA MARGARIDA DO SUL,0.663,0.691,0.870,0.484,588.30,0.54,11.81,4.86,77.22,13.27
431700,4317004,SANTANA DA BOA VISTA,0.633,0.630,0.802,0.503,404.01,0.52,27.76,14.67,73.13,14.78
431710,4317103,SANT'ANA DO LIVRAMENTO,0.727,0.715,0.846,0.636,685.04,0.54,13.21,3.97,75.77,4.47
431720,4317202,SANTA ROSA,0.769,0.752,0.871,0.693,863.61,0.47,3.98,0.55,77.25,3.95
431725,4317251,SANTA TEREZA,0.746,0.765,0.853,0.637,935.56,0.37,0.85,0.00,76.17,3.66
431730,4317301,SANTA VITÓRIA DO PALMAR,0.712,0.709,0.861,0.591,657.76,0.54,11.12,2.77,76.66,6.88
431740,4317400,SANTIAGO,0.766,0.746,0.882,0.682,828.78,0.51,6.85,1.36,77.93,4.80
431750,4317509,SANTO ÂNGELO,0.772,0.765,0.863,0.696,936.27,0.54,5.66,1.79,76.78,4.48
431755,4317558,SANTO ANTÔNIO DO PALMA,0.764,0.787,0.853,0.665,1069.61,0.49,4.11,0.92,76.15,5.53
431760,4317608,SANTO ANTÔNIO DA PATRULHA,0.717,0.718,0.866,0.594,696.41,0.44,6.24,1.38,76.97,9.54
431770,4317707,SANTO ANTÔNIO DAS MISSÕES,0.686,0.672,0.835,0.576,522.77,0.45,12.04,3.85,75.10,9.96
431775,4317756,SANTO ANTÔNIO DO PLANALTO,0.759,0.701,0.885,0.705,626.67,0.44,8.95,2.23,78.11,5.87
431780,4317806,SANTO AUGUSTO,0.739,0.753,0.840,0.637,866.86,0.57,7.56,2.12,75.42,9.63
431790,4317905,SANTO CRISTO,0.738,0.746,0.820,0.656,832.40,0.44,3.54,0.79,74.20,2.71
431795,4317954,SANTO EXPEDITO DO SUL,0.732,0.679,0.853,0.677,547.94,0.43,13.98,5.88,76.15,8.12
431800,4318002,SÃO BORJA,0.736,0.720,0.860,0.643,705.72,0.55,8.98,2.72,76.61,6.93
431805,4318051,SÃO DOMINGOS DO SUL,0.763,0.780,0.839,0.680,1025.84,0.44,0.96,0.00,75.33,4.74
431810,4318101,SÃO FRANCISCO DE ASSIS,0.675,0.681,0.818,0.552,553.81,0.54,17.06,8.55,74.10,9.21
431820,4318200,SÃO FRANCISCO DE PAULA,0.685,0.701,0.860,0.534,628.15,0.46,7.80,2.64,76.57,7.92
431830,4318309,SÃO GABRIEL,0.699,0.711,0.822,0.585,667.06,0.54,12.24,4.26,74.31,8.46
431840,4318408,SÃO JERÔNIMO,0.696,0.734,0.822,0.560,768.93,0.55,11.34,4.33,74.34,9.07
431842,4318424,SÃO JOÃO DA URTIGA,0.694,0.702,0.828,0.575,632.23,0.40,7.11,2.35,74.67,9.73
431843,4318432,SÃO JOÃO DO POLÊSINE,0.748,0.748,0.847,0.661,841.33,0.53,5.10,1.27,75.84,4.88
431844,4318440,SÃO JORGE,0.732,0.750,0.846,0.617,853.60,0.39,1.35,0.51,75.73,4.07
431845,4318457,SÃO JOSÉ DAS MISSÕES,0.651,0.652,0.782,0.542,462.15,0.43,15.53,4.65,71.90,10.04
431846,4318465,SÃO JOSÉ DO HERVAL,0.717,0.701,0.847,0.622,626.93,0.58,21.66,13.25,75.80,17.67
431848,4318481,SÃO JOSÉ DO HORTÊNCIO,0.707,0.717,0.824,0.597,693.46,0.28,1.45,0.67,74.46,1.43
431849,4318499,SÃO JOSÉ DO INHACORÁ,0.747,0.723,0.822,0.702,720.69,0.36,2.72,0.85,74.29,2.77
431850,4318507,SÃO JOSÉ DO NORTE,0.623,0.663,0.792,0.461,493.78,0.43,12.23,3.37,72.52,18.48
431860,4318606,SÃO JOSÉ DO OURO,0.755,0.759,0.846,0.669,901.51,0.55,8.34,2.69,75.73,6.26
431861,4318614,SÃO JOSÉ DO SUL,0.725,0.774,0.836,0.590,989.48,0.39,0.32,0.00,75.14,2.42
431862,4318622,SÃO JOSÉ DOS AUSENTES,0.663,0.674,0.801,0.541,529.71,0.48,12.48,2.84,73.05,7.65
431870,4318705,SÃO LEOPOLDO,0.739,0.766,0.861,0.612,939.93,0.53,5.96,1.62,76.65,3.32
431880,4318804,SÃO LOURENÇO DO SUL,0.687,0.722,0.849,0.528,713.88,0.46,7.57,2.11,75.95,5.30
431890,4318903,SÃO LUIZ GONZAGA,0.741,0.718,0.855,0.664,698.77,0.50,9.47,1.69,76.31,7.14
431900,4319000,SÃO MARCOS,0.768,0.775,0.855,0.683,991.51,0.41,1.41,0.61,76.31,4.11
431910,4319109,SÃO MARTINHO,0.726,0.734,0.830,0.628,771.81,0.47,8.01,2.17,74.78,6.52
431912,4319125,SÃO MARTINHO DA SERRA,0.652,0.659,0.848,0.496,482.31,0.49,19.81,9.53,75.89,10.07
431915,4319158,SÃO MIGUEL DAS MISSÕES,0.667,0.674,0.821,0.537,531.71,0.54,19.70,8.26,74.26,9.65
431920,4319208,SÃO NICOLAU,0.645,0.658,0.778,0.523,479.55,0.50,19.31,6.85,71.69,13.92
431930,4319307,SÃO PAULO DAS MISSÕES,0.692,0.688,0.825,0.584,577.86,0.42,9.17,1.20,74.52,6.55
431935,4319356,SÃO PEDRO DA SERRA,0.739,0.748,0.851,0.634,842.22,0.42,1.80,0.00,76.03,2.07
431936,4319364,SÃO PEDRO DAS MISSÕES,0.664,0.644,0.804,0.566,441.36,0.48,18.70,13.84,73.26,15.00
431937,4319372,SÃO PEDRO DO BUTIÁ,0.763,0.760,0.843,0.694,905.55,0.46,4.44,0.52,75.55,2.45
431940,4319406,SÃO PEDRO DO SUL,0.709,0.698,0.824,0.619,614.89,0.48,12.07,5.11,74.45,6.16
431950,4319505,SÃO SEBASTIÃO DO CAÍ,0.739,0.734,0.852,0.646,772.04,0.44,4.97,1.04,76.11,3.68
431960,4319604,SÃO SEPÉ,0.708,0.708,0.871,0.576,656.77,0.51,10.78,4.18,77.23,8.01
431970,4319703,SÃO VALENTIM,0.720,0.745,0.820,0.612,826.20,0.53,11.38,4.39,74.18,9.94
431971,4319711,SÃO VALENTIM DO SUL,0.764,0.776,0.848,0.677,1000.93,0.45,4.13,0.60,75.90,4.41
431973,4319737,SÃO VALÉRIO DO SUL,0.642,0.674,0.816,0.480,530.07,0.57,22.04,7.00,73.97,14.56
431975,4319752,SÃO VENDELINO,0.754,0.743,0.852,0.677,814.28,0.29,0.00,0.00,76.14,1.25
431980,4319802,SÃO VICENTE DO SUL,0.685,0.698,0.831,0.553,614.13,0.52,12.20,4.07,74.86,7.97
431990,4319901,SAPIRANGA,0.711,0.722,0.832,0.598,713.99,0.41,3.73,0.91,74.93,4.18
432000,4320008,SAPUCAIA DO SUL,0.726,0.726,0.844,0.624,733.28,0.44,4.94,1.27,75.65,3.50
432010,4320107,SARANDI,0.777,0.776,0.858,0.705,1000.86,0.52,2.58,1.08,76.50,5.32
432020,4320206,SEBERI,0.723,0.706,0.865,0.620,645.51,0.52,16.38,7.46,76.91,8.50
432023,4320230,SEDE NOVA,0.712,0.751,0.886,0.543,856.09,0.56,13.16,4.47,78.13,9.33
432026,4320263,SEGREDO,0.659,0.673,0.811,0.525,528.42,0.48,18.28,9.45,73.63,10.44
432030,4320305,SELBACH,0.777,0.785,0.841,0.710,1055.91,0.47,2.61,0.43,75.47,3.80
432032,4320321,SENADOR SALGADO FILHO,0.693,0.701,0.817,0.581,628.28,0.42,6.08,1.26,74.02,6.32
432035,4320354,SENTINELA DO SUL,0.671,0.671,0.826,0.545,519.10,0.47,12.81,3.51,74.57,8.07
432040,4320404,SERAFINA CORRÊA,0.760,0.755,0.843,0.690,877.24,0.36,1.72,0.24,75.56,3.32
432045,4320453,SÉRIO,0.652,0.695,0.847,0.471,606.03,0.37,7.47,1.23,75.82,12.70
432050,4320503,SERTÃO,0.751,0.746,0.837,0.678,827.95,0.46,5.35,2.18,75.23,6.43
432055,4320552,SERTÃO SANTANA,0.689,0.737,0.832,0.534,783.19,0.60,16.57,9.75,74.94,7.57
432057,4320578,SETE DE SETEMBRO,0.683,0.682,0.810,0.577,557.15,0.47,13.96,8.06,73.57,5.11
432060,4320602,SEVERIANO DE ALMEIDA,0.752,0.738,0.861,0.670,791.50,0.43,6.08,1.61,76.66,6.53
432065,4320651,SILVEIRA MARTINS,0.742,0.744,0.852,0.644,817.67,0.50,7.84,1.60,76.14,5.68
432067,4320677,SINIMBU,0.631,0.697,0.792,0.456,610.76,0.48,14.11,8.25,72.50,8.47
432070,4320701,SOBRADINHO,0.743,0.735,0.861,0.647,775.79,0.50,7.14,2.61,76.66,7.02
432080,4320800,SOLEDADE,0.731,0.727,0.861,0.625,737.92,0.52,9.13,3.07,76.66,9.48
432085,4320859,TABAÍ,0.701,0.694,0.834,0.595,599.99,0.41,7.57,2.13,75.05,8.53
432090,4320909,TAPEJARA,0.760,0.763,0.837,0.688,922.28,0.44,1.47,0.42,75.23,3.88
432100,4321006,TAPERA,0.747,0.743,0.835,0.672,812.48,0.45,4.21,0.34,75.07,5.46
432110,4321105,TAPES,0.695,0.699,0.862,0.556,620.13,0.51,10.42,2.81,76.69,7.34
432120,4321204,TAQUARA,0.727,0.754,0.880,0.579,871.42,0.50,4.81,1.19,77.82,4.60
432130,4321303,TAQUARI,0.733,0.737,0.849,0.629,786.91,0.50,5.58,0.44,75.95,6.82
432132,4321329,TAQUARUÇU DO SUL,0.739,0.768,0.830,0.633,954.19,0.53,6.49,2.56,74.80,9.11
432135,4321352,TAVARES,0.656,0.692,0.828,0.492,594.12,0.42,8.23,2.54,74.69,15.22
432140,4321402,TENENTE PORTELA,0.708,0.709,0.830,0.603,659.27,0.55,18.25,8.19,74.81,9.18
432143,4321436,TERRA DE AREIA,0.689,0.699,0.829,0.565,620.36,0.43,6.28,1.51,74.75,7.73
432145,4321451,TEUTÔNIA,0.747,0.751,0.855,0.650,854.63,0.35,0.44,0.19,76.31,2.09
432146,4321469,TIO HUGO,0.742,0.709,0.845,0.682,660.04,0.40,2.67,0.28,75.69,6.63
432147,4321477,TIRADENTES DO SUL,0.689,0.705,0.815,0.569,644.85,0.48,12.98,4.28,73.92,11.30
432149,4321493,TOROPI,0.683,0.680,0.822,0.569,551.50,0.44,13.73,5.65,74.34,6.18
432150,4321501,TORRES,0.762,0.750,0.862,0.685,853.62,0.47,3.75,0.52,76.73,4.84
432160,4321600,TRAMANDAÍ,0.719,0.727,0.842,0.606,737.84,0.50,9.55,2.47,75.51,4.29
432162,4321626,TRAVESSEIRO,0.701,0.735,0.839,0.559,777.34,0.35,3.32,0.49,75.32,4.21
432163,4321634,TRÊS ARROIOS,0.791,0.843,0.851,0.689,1518.78,0.62,1.43,0.00,76.08,4.44
432166,4321667,TRÊS CACHOEIRAS,0.718,0.722,0.847,0.606,713.83,0.40,4.49,1.08,75.82,6.24
432170,4321709,TRÊS COROAS,0.710,0.740,0.829,0.584,799.41,0.40,1.33,0.50,74.75,4.24
432180,4321808,TRÊS DE MAIO,0.759,0.756,0.834,0.694,881.15,0.50,4.70,1.20,75.02,4.67
432183,4321832,TRÊS FORQUILHAS,0.662,0.661,0.813,0.539,489.32,0.41,11.25,3.47,73.80,13.21
432185,4321857,TRÊS PALMEIRAS,0.703,0.747,0.832,0.560,835.88,0.61,15.77,7.05,74.92,11.75
432190,4321907,TRÊS PASSOS,0.768,0.745,0.858,0.710,823.33,0.45,6.24,2.38,76.47,5.61
432195,4321956,TRINDADE DO SUL,0.687,0.675,0.787,0.610,532.27,0.49,17.85,8.47,72.19,12.35
432200,4322004,TRIUNFO,0.733,0.717,0.873,0.629,695.08,0.44,4.80,1.41,77.35,6.89
432210,4322103,TUCUNDUVA,0.747,0.748,0.816,0.682,839.53,0.48,6.03,1.09,73.95,5.47
432215,4322152,TUNAS,0.657,0.659,0.794,0.541,482.50,0.47,18.66,8.65,72.61,12.46
432218,4322186,TUPANCI DO SUL,0.694,0.688,0.818,0.595,577.85,0.50,16.92,10.54,74.09,10.85
432220,4322202,TUPANCIRETÃ,0.709,0.721,0.828,0.596,708.79,0.57,12.37,4.03,74.67,5.87
432225,4322251,TUPANDI,0.718,0.742,0.836,0.597,808.39,0.31,0.88,0.08,75.18,1.90
432230,4322301,TUPARENDI,0.728,0.734,0.832,0.632,768.25,0.46,6.06,1.23,74.91,5.43
432232,4322327,TURUÇU,0.629,0.685,0.814,0.446,566.71,0.48,10.38,3.37,73.81,6.47
432234,4322343,UBIRETAMA,0.700,0.691,0.809,0.613,590.64,0.36,4.27,0.85,73.55,4.29
432235,4322350,UNIÃO DA SERRA,0.733,0.786,0.852,0.587,1068.08,0.37,1.26,0.00,76.14,5.25
